,C3L-02665,C3L-01663,C3N-02575,C3L-02546,C3L-00965,C3L-02963,C3N-04162,C3L-02646,C3N-02285,C3N-03875,C3N-03424,C3N-01017,C3L-00081,C3L-02649,C3L-01838,C3N-02252,C3L-03963,C3N-03072,C3L-02969,C3N-03662,C3N-03051,C3N-02434,C3L-02127,C3N-02339,C3L-03961,C3L-04391,C3L-02619,C3N-02494,C3N-03880,C3N-03092,C3L-02669,C3N-03877,C3N-01846,C3L-02964,C3N-00247,C3N-02288,C3L-01606,C3L-02164,C3N-02374,C3N-02675,C3N-02523,C3L-02130,C3N-02426,C3N-02284,C3L-00923,C3N-03486,C3N-04127,C3L-02951,C3L-02629,C3L-04013,C3N-00221,C3L-00568,C3N-04155,C3N-01025,C3L-02552,C3N-02375,C3L-02660,C3L-01884,C3N-02300,C3L-01285,C3L-02627,C3L-00993,C3N-02425,C3L-02170,C3N-00555,C3N-01893,C3N-03093,C3L-01455,C3N-03848,C3L-02968,C3N-03204,C3L-00445,C3N-02283,C3N-02289,C3L-03962,C3L-03272,C3N-01411,C3L-00415,C3N-03882,C3L-01000,C3L-02650,C3L-02358,C3L-02168,C3L-02625,C3N-01028,C3N-02435,C3N-03441,C3L-04071,C3N-01020,C3N-00497,C3N-01194,C3L-02648,C3L-03678,C3L-02891,C3L-00927,C3N-03886,C3L-04014,C3N-03076,C3N-03425,C3L-02163,C3N-04124,C3L-00904,C3N-00211,C3N-01892,C3L-00603,C3L-03965,C3N-03851,C3L-02349
MAP4K1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAPK2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CDK5,21.985736475844856,22.085721574991258,22.01002335483224,22.05767751838765,22.196663377899448,21.80483224996143,21.99707243133084,22.16886850720155,22.115466280117115,21.896241680852427,22.470475254687337,22.77738043948226,22.62930655985453,22.798598619799357,22.486978284124984,22.431353295434626,22.421867359799148,22.397249372027183,22.4677836106047,22.42911301014893,21.984887440331676,22.34451606599021,22.430607754115613,22.181466711150883,22.259641529545014,22.175633020428666,22.513387214004805,22.512624219892025,22.527109558318823,22.29063432832639,22.180188310825375,22.210903821628357,22.266537329082567,22.20272954541251,22.218362121264562,22.554085192877388,22.57057079308865,22.55562012695087,22.674317207849313,22.55939549576,22.568554218309178,22.337922682196766,22.396497510060048,22.17260832485656,22.25886430544453,22.448087401260437,22.129533055148755,22.254481079986427,22.176474605554766,22.10694942437796,22.33723489644901,22.395374930593015,22.1935237333266,22.488314401251102,21.900639511524638,22.456296239421736,22.19871862965369,22.159522909620748,22.171620510765976,22.17377344847686,21.8882790188038,22.002295784559568,22.06123845843833,22.06988068687932,22.39750479738998,22.14637873000566,22.325572944219278,22.137524250972355,21.66551856576472,21.81712511211431,21.79303813332165,21.9002193316719,22.075363859532846,22.25817392365033,22.25138594280048,22.497777218146066,22.427345395067622,22.346419569864622,21.938841807181507,22.104653452744703,21.897341429730698,21.98160882626068,22.0047622248785,22.174344006386644,22.420867561208617,22.23687392552085,22.428925917580685,22.430301826363937,22.217455725228668,22.37339344474622,22.408088502466985,22.30690695074662,22.629490469927873,22.44350384797119,22.324434396842967,22.43071041512048,22.348575462249872,22.488137869084227,22.08435118326628,22.133691389797104,22.283446948483217,22.09554284021167,22.010764791536545,21.985665532285463,22.250386539364033,22.030782848033528,22.03941776521585,21.934068482678466
NEK1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAP3K3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DDR1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CAMKK2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CDK2,22.17765367395869,21.973021812772203,22.03195384982656,21.889026101729655,22.493832566648326,21.43334824070944,22.1807610819502,22.110185798882483,21.957279526864884,22.316349820922866,21.897861430887485,22.27238665708519,22.451219665758792,22.543191068037103,21.813553987586186,22.229336923953106,22.209843918757816,22.251581287191282,22.27151181950535,22.061631217504335,22.15385904383962,22.193026019841323,22.265106964855775,21.77735793599025,21.869996750192012,21.633337778032303,22.166005022459284,22.181594326996702,22.17370235614867,21.885260331321906,22.24021084327107,22.35591906870206,21.929034769384675,21.98082167950382,21.974122122672384,22.094914758848063,22.081509302025307,21.651691046675154,22.397862605437368,21.85428963408344,22.423239220360536,21.94151769335368,21.879416632912545,22.45853833422442,21.803751508307315,22.445560660249527,21.89719194344167,21.953646461629344,21.83559730473565,22.074379885499674,22.131416676892155,21.835651366522356,22.03864202326848,22.03925287106043,21.27624701162814,22.50467393780377,21.751433475374625,22.032186597476418,21.932510364440624,22.39176312047127,21.816069765404382,21.983916447041867,22.077680349664572,21.50377856047387,22.499680676758057,22.04773765247302,22.203393270915644,21.87909099038434,21.68682174273418,22.00745464821648,22.217548619665855,22.44135000992611,22.39179307455662,21.717580969989847,22.128233287263182,22.084415586977897,22.362312183327994,22.094264704388166,22.470586075123617,22.17850509721554,21.818377603056717,21.744252210435256,21.7229781575113,21.82301159141563,21.657494817832603,21.76156969418947,21.57568572203836,21.810421591479834,21.760588476761452,22.18708111724637,21.95964157965186,21.845126503752216,22.098557711728247,21.888761495879958,21.849207105085732,22.401854089531035,21.93054045659074,22.047121342707744,22.33301446318506,21.940954001020135,21.937931308719005,21.82153423031157,21.765462026333946,21.971198808886616,22.275037240502925,22.174083430122863,22.4999956725529,21.90465804748114
NEK3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAPK11,22.595810570220713,22.618960624989427,22.754191571370843,22.634348386101472,22.598143323360773,22.263972576370755,21.77569543492322,22.18110680572184,22.28811747984847,22.16932433045752,22.708418870345678,22.296072863639413,22.708029073381663,22.49785378452279,22.488660043007787,22.62774914645264,22.585875720815146,22.644458600817142,22.885634159520603,22.358370189412927,22.22991311895538,21.982398860259526,22.22821066126231,22.246111409220312,22.348895819781927,22.42068658901635,22.41302537126415,22.37158704468785,22.590943082095286,22.494359190655025,22.064913226376515,22.05961227451435,22.04043782890365,22.427554339731287,22.153162257951728,22.104755315231177,22.006662033253278,22.18848411194731,22.26706396487597,22.32136495449701,22.24776395476475,22.090605071088156,22.401726257621934,22.381231946373912,22.7094644568344,22.78002363799857,22.777023524855913,22.67642644434356,22.543022426839503,21.962151693277328,22.02711860088598,21.96246513167774,21.91413189850591,22.134575712306038,21.885868356672198,22.028467050632052,21.80190245859051,22.12272441447081,22.14820354870576,22.484896525279257,22.50922157226857,22.55225542491052,22.62639577931283,22.272630103080957,21.579255161958407,21.795990240581062,21.924339359445096,21.765518269795574,22.657232066815975,22.665508667185662,22.579129137378487,22.67318672453554,22.07411515914658,22.239761251507257,22.13123104917758,22.509290373244752,21.951176707071113,22.343379030075443,21.373990896817148,21.50988005801043,21.44184437761212,21.64114972882412,21.612232351510208,22.467825205356423,22.43313909658501,22.434686056136133,22.569032810306744,22.389958142641213,22.2650058450424,22.236137979246543,21.985729918559674,22.1409269657402,22.06699283260611,22.176955605788585,22.172035964393636,22.15011202817581,22.009314688045826,22.116363684785963,22.662895868477744,22.32889951879203,22.243389331502925,22.306632455446124,21.883463689098775,22.730248008894872,22.84298289451857,22.64717247991256,22.643751726627045,22.60674918340584
EPHB2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PDGFRB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RIPK2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ULK2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MATK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHUK,22.5390894696553,21.8897197750653,21.848858824724264,21.7416516531253,21.8124686316639,20.761029401615797,20.907655784400227,20.578671410505958,20.849831219452533,20.809653321088945,20.7193256902436,20.7447572264239,20.42951448151494,21.21243332885574,20.62938809791198,21.693302645885648,21.420308316857,21.673773292427875,21.460708702032477,21.281556580773497,21.517211163364074,21.133143713635175,21.396521173472124,21.69178368765695,21.550085498739673,20.706505379560717,21.0471598563366,20.647553404657742,21.06616701161656,21.08013286978212,21.231257861441325,20.81276814600637,20.721114119812018,20.758017070196342,20.83508941299333,20.572676802427026,21.506154155891625,20.84104554289715,20.7504005121603,20.11900842596452,19.80797413696194,20.1413295977855,19.87420935570832,20.294676127669497,20.149287442335815,20.171474394681997,19.894691332984415,19.880774609709135,19.889019645416116,20.110880721586803,19.57658319753172,20.1838911904339,19.52663653351554,20.17336129537498,20.2753635298093,20.26989539887987,19.988811708408385,20.311348703084857,20.1365626721263,20.59099136011738,20.825754276176518,20.33159645692756,20.549929376441003,20.70485676859098,20.234030556544703,20.6011274511805,20.37620310055924,20.3278507183177,20.95130591212066,20.7187958916826,21.28719429613738,21.015302728870182,20.83925983206682,21.16943244068546,20.76421044405522,20.84926371037242,20.881239124921557,21.03018199837646,21.121369001192843,20.539653117424027,20.43735089005464,20.28270925862527,20.233930910672886,20.334670716372937,19.98502662239363,20.301226566528175,19.745181799489114,20.111548133951114,20.143997181064087,20.427874859933485,20.063939460988443,20.49506055097353,20.149418757151256,21.37753641706778,21.452067626712882,21.40269214511474,21.570975049355358,21.20402710434256,20.352139019182918,19.899510431596436,20.185383378614716,20.441211255083584,20.42710309723012,19.704388622615536,19.891348581262132,19.6777894496612,20.172086398794352,19.707596114907616
TTK,21.69632908056758,21.205187149891263,21.283624335349156,20.879656540475718,21.779400222014555,21.501297513886154,22.26702670021213,21.852175571435613,21.744402386002218,21.774076847652584,20.165858272357617,21.03161455293402,20.77024042930576,21.44475347830986,20.32718029716488,21.986298311247015,21.849841768303232,22.096819330801452,21.880809906063266,22.291213514558464,22.975802359002778,23.481927274654073,23.0423345474503,22.229147893998526,22.4942082138015,21.599844872219265,21.537244349467016,21.721809856683564,21.651713117849482,21.508788264740133,20.857382011180075,21.666795950651615,20.900581891939456,21.1054037563909,20.763047799996542,22.720792703878,22.663314296860552,22.390227402534624,22.877131181354525,21.073991280924464,22.085549498673785,21.74333238623545,20.952994312597983,22.24025947867113,22.69822259939095,23.1071608434176,22.679311210765896,22.731251873205647,22.714892660030376,22.473218253578914,21.663161356600718,21.617917493112802,21.212519209226716,21.73958543520626,19.48439117209945,21.140445612239617,20.147602900636368,20.729305230017733,21.1819932818627,22.080894094636164,21.195283243778118,21.46619817004807,21.196281494033148,20.9442268914048,22.458845837172362,21.622528692786922,21.84850642218552,21.4588521813338,20.778543184800224,20.792689793575228,21.500809308302358,21.156013279859454,22.11626634945847,21.09026046872022,21.597811855402533,21.66425424425293,21.859568524820805,21.244125222298724,21.669240086274147,21.721879229371115,20.787593622130117,20.866728153502233,21.1359978525061,21.91536840330042,22.194859112719637,22.067092010845478,21.607834816513122,21.78583364881036,21.850861478940782,21.77317575996685,21.390508219520015,21.45011779504703,21.83295580294087,21.30610787069128,21.956867690370547,22.426050630979265,20.92061788475925,21.734723212030385,21.559365760361143,20.919202728414916,21.03879009636037,20.897052785590628,21.64585740065229,21.237760236632646,21.747468701357487,21.6061009488698,22.64576033702881,21.331031415116417
AURKC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NEK7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FRK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BRAF,23.73361271178794,23.48250441506782,23.79922900893824,23.4971343479954,23.789626837063018,23.82983503298574,23.834378130123238,24.083084230369757,24.07987476995158,23.82188233492846,24.763727585165352,24.909665942889873,25.091454897953952,25.322744711594375,24.694314947783198,25.010483867118975,25.235215201381575,24.6378441270452,24.933173270188675,24.6872144636591,24.828236335913125,24.75239177850795,24.392870802188497,24.622327564273302,24.206964782284373,25.366419660940124,24.706491500767875,24.657956056238252,24.821748731534377,25.106160986021198,23.7378123138254,23.569062906838518,23.700478949046023,23.78164033614448,23.654005820083242,24.463698979674675,24.879766758064424,24.833568448335175,25.131370749655424,22.20734168421005,23.25183059388255,22.898125482918598,22.21198906579285,23.246776615127374,25.198875279079825,25.2313881129104,24.93155558844925,24.882346384221176,25.127965369218273,24.60202545041906,23.6064197426732,23.879943828349337,23.697945630967318,23.925530499501342,23.36632111981762,23.57107024972256,23.2622069632773,24.001400305697057,24.01907633620558,24.1532924976936,24.46823806600792,23.86441546967128,23.67048464544996,23.6878799559661,24.04869151583878,23.63695539238718,23.898075959187043,23.751894245576,23.37005009582588,23.19603703254292,23.98242952912072,23.627793203938,24.31406632485004,23.823706312754883,24.27072968086232,24.3398300304312,24.523189887263364,23.988445149412122,26.838686953873104,26.212132144052365,25.837766494054634,26.278311244675603,26.1630025593066,26.000276450084666,26.276503890821434,26.0564044213869,25.9204690337907,25.619616848694267,26.043372867046777,24.8024054678706,25.181443567593952,25.110914152147576,25.2377277364029,25.980517962326,26.609710121089865,26.1723109891584,26.098056816274667,25.45903627275273,24.9355039631064,24.862503478323724,24.65909453607967,24.907748995245576,25.033559140514953,25.1807952634346,24.9813889538127,25.032814984274424,25.0175523046595,24.848735928819526
BLK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PAK6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EIF2AK4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LATS2,22.7035289918229,22.22894988053655,22.250549990583824,22.319321952770025,22.72264084943475,21.754582078413925,22.126586193064824,22.0614266412152,22.348678305846924,21.94276522460865,21.539454525502027,21.539683763987927,22.405932906427175,22.243740564033295,21.89914897989915,21.581107743650747,21.3523414544029,22.318158989873023,21.30636423890195,21.58852881601515,22.184224094678147,23.006052044707975,22.16680616785015,21.505259233807877,21.64488722647005,22.40265047214043,21.946244397032576,22.132299581498074,21.698099040957725,21.919374501045574,22.338393846069298,22.7220234056181,22.895223890087298,23.140069464443968,23.257545484705233,22.0733557310133,21.470388661758474,22.027945292821123,23.26787940505343,21.41765085440103,21.848584409221402,22.222302679651477,22.043173039151377,22.775990522924324,22.8008781980739,22.697281937175433,23.338261381212334,23.530193899188532,23.062600827663,21.28840355638356,21.825968519710703,21.15914887172542,21.875113115595,21.25109616593316,20.48815576340438,20.94543091290938,20.61482689590466,20.56337947426136,21.40298131928306,21.03196203984624,20.86998471894008,21.5125920196572,21.0541681000208,21.07390445126172,20.89335562860335,21.16879606671585,22.491939549168674,21.542410335046675,21.418631734392026,21.245305869695528,22.01577493095285,20.871077585839977,21.517245575664475,22.1268557201702,22.090716417893,21.525741852577447,21.535906525734898,21.823780280898276,22.948636917413598,23.442353191187863,22.666624376582302,23.302829502750768,23.0549320848564,22.0580738664069,22.683383531806665,21.8893054642901,22.94307179856287,22.8488227143348,22.322395414564436,22.359578866003233,22.609635854336734,22.822529654662432,23.2479168066438,22.55341972870527,22.795419128856434,22.662014122288998,23.32856134660347,22.8826536525974,24.38891686782345,24.1725245552723,24.509758529588048,24.534281109380153,24.1011990921902,21.634837068849404,21.28606036559195,20.85176866783225,22.008423661641352,21.248790903332647
STK4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TXK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WNK1,21.17079759667155,21.77930423659845,22.52958601313395,21.122708147139626,20.534702340897752,20.168540218383935,22.083512624844264,21.294351500660365,22.097635279157,22.246654965124304,21.928833646139235,21.900825856607568,21.460118522479434,21.9927227577215,21.508438397173766,22.489027770365748,21.154561966561474,22.2625128882123,21.460923557282403,21.7701582960942,18.7281560961512,22.0628938183099,19.5126190138254,19.5201918218376,18.8902964125938,20.75203896389757,22.521786811488898,22.145026779143432,20.983690643848533,20.979600890404832,22.250405591780133,22.413800638225734,22.657588872510363,22.365850391629966,22.015513152898166,23.2988319354168,23.759089932754648,23.29390169882725,23.15376796227855,21.45108059087325,21.36254835207495,21.527859855556848,21.81737749301845,21.594303436274252,21.129011209218724,21.4855992398195,21.218889790617574,21.265596561685076,21.330943462969675,21.245317359194534,22.49488315199243,22.512507609061135,22.9072998472036,22.272532811803867,21.13721210032285,21.93010544274085,21.28982419463175,20.8295343155051,21.81795872248285,19.438401511674233,20.7891466976451,20.21410583622497,21.281433024197934,19.874573935805568,22.07936043412908,22.652381652825824,21.3643702646099,22.2698524800449,21.29330887269645,22.058569530523698,21.57597816235985,21.079263930979025,22.2041422840822,21.88736816775475,22.964453870549328,22.431317122824375,22.640240254197654,22.984069944756826,21.53805133636265,21.306768617084302,20.30970121952805,21.8541324339145,20.1588318645314,22.5621865832054,21.69877619052754,21.38497058752942,21.5919052551253,21.1107986179846,20.12024126429513,20.403542032715503,21.673955441797663,21.144523051374403,20.209381675134267,23.427900243694502,22.82069447302725,24.34979124722575,23.7595283699885,23.369260500369748,21.966860031524973,21.356929814939452,21.732509731360253,21.637839074676673,20.6599602398747,21.088806681897236,21.888336154221065,21.35913265086,22.357785908451664,21.8533587456342
ATM,20.962868927760912,20.807408248811388,20.98168900443804,20.805288051382185,21.595491181566157,20.82437267708912,21.418283563334658,21.120215553217204,20.713426106088562,20.630970188591593,22.358558930409142,22.464219028990325,22.417204503362385,22.250734265533985,22.18729084185101,21.167207307280506,21.287652891714362,21.414553600484766,21.05387732913293,21.21535423771991,20.962517095981024,21.202548143314537,21.238246601527486,20.654878329584704,20.803094105614175,21.394086247195858,21.82345976072734,21.69590445138709,21.34322813594563,21.051183127237213,21.0863251506194,21.64576035729258,20.892777844810944,21.09494392348707,20.967713793804723,21.893176777559226,21.347323588961714,21.383009274782673,21.821288432888267,21.110150318781837,20.983909525741453,21.072511180618097,20.951515921666743,21.30136030420185,21.24897624885954,21.498580941282896,21.366977348981273,21.46854441527318,21.223272792984584,21.19061837078886,20.953026412729205,20.43250519045557,20.651205049700952,20.619514272430898,20.887357366861913,21.310770960450448,21.132667570207325,21.42839534917551,21.29628538623207,21.543882086256314,21.131565399476433,21.556107565623584,21.233594748765302,21.162035601841843,21.93845621998575,21.481847678682264,21.37418847423174,21.249426676249904,21.002009228292316,21.14208676029369,21.20501398012124,21.05963113125112,21.06556981535408,21.371518064980915,21.379946101647754,21.3765795986998,21.635756610548675,21.50102107173343,22.381333317481342,21.968012632148806,21.52152403281166,21.594598236804995,21.712045636388247,20.818593052028085,20.820098273435043,21.160985014519518,20.73566090704061,20.81073671450301,21.09682689778478,21.238361317037388,21.187242780684787,21.4311638047555,21.225522672989328,21.205671963728637,21.458093955449613,21.824648047034252,21.331619062767427,21.564384085611316,21.216430497071222,21.48871689514969,21.288529827195063,21.005830407651416,21.30381140344326,20.66920232422623,21.606419316277425,20.82129422979572,20.91969642564852,20.685990017721448
CDK8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAPK7,20.99702760767615,21.313202579971517,20.0690229313571,20.97609307315205,20.028937582489068,20.59634776644905,20.350968569027767,20.861398279187185,20.3636753007172,20.47075676796878,22.790697425234498,21.96620526252725,21.84920773346635,22.6011278021151,22.334895469352,21.410417664325948,21.3965322655814,21.341703564060627,21.881468589924328,21.01229405257495,22.3552459055279,22.25781751705285,22.545256463317152,23.1941299492125,22.40859949476885,21.35830690423184,21.2874674414382,21.006128690084296,21.201797868903903,21.386028089838657,21.713033527691035,20.498773711449253,20.939522368710733,20.871247480018184,21.5263833701915,20.66081429906258,21.268554059172782,21.50547885330044,20.55311321710168,20.705551349465818,19.829941974946482,20.575183445854382,20.314397669678495,19.139010958458453,21.166538622490233,20.450938731991616,20.103674198772946,20.71013302265178,20.835408006038353,21.619581790331836,22.239996730138937,22.181494873484898,21.268782119355066,21.668824019762997,22.125325504961282,21.19400798170804,21.808035259178283,21.741597130534,21.802623822978042,20.384172021765075,21.2098410567078,20.362247631149174,19.999093224584627,20.717993091666873,21.225007832567748,21.650675338776146,21.32133683381345,21.762087432650073,21.629481264195526,20.525310601686826,20.105260767534926,20.48917743923785,19.76469958619215,21.991700967247226,21.284101236201803,21.275436036097098,20.892347679672998,21.810674517045275,19.944754449629734,20.268031858482015,20.5556085222629,19.8396596061681,19.899714360960864,19.73527159903616,19.773946644490678,19.546693314134238,19.71880674455796,20.37446982005854,20.313238618498097,20.290907452971602,20.59261665406196,20.3151396746557,20.114420517086362,20.870664278404558,20.3737885302885,20.996280186401624,20.665332493280978,20.70381698493402,20.122879830558958,19.994273144807284,20.559882062352397,20.842289643384156,20.557126966694362,20.273470247641015,20.298154548093617,19.94344558679705,20.056432529627937,20.362608690123032
GSK3B,22.324329795652265,22.269237645037762,22.43519129203445,22.472943394368414,22.321391626107072,21.94401828141131,21.707482518025714,21.959935250136432,22.029974487603408,22.036883406271926,22.35706138206021,22.183125765303075,22.626296468315402,22.502026740447754,22.5688164158039,21.940703326944487,21.8493822924945,21.849251129490064,21.82919399724347,21.78487339281313,22.422266188074182,22.433338664208005,22.429371619899882,22.380694751480828,22.23778189157219,21.98501559747511,22.211102413283644,22.08742122122044,22.030201951160667,21.879920759714626,22.323396204323696,22.223476334370662,22.328076623046314,22.090816808452637,22.02998290123235,22.12401628576631,22.349568013674347,22.1231821136092,22.281691866607716,22.311434556766997,22.56514645233661,22.343690841105847,22.444483176806504,22.306919272065663,22.27190506787108,22.67544532385854,22.47762875279709,22.628572108012644,22.53207154234433,22.68203180660926,22.275791418450137,22.462654031448487,22.177783837725634,22.284122970339677,22.350105405203195,22.219823152238465,22.10106305993284,22.461443900292014,22.347764729147784,22.522097381653875,22.161467854902153,22.19025322914344,22.16768487218018,22.03984383708777,22.217247315128308,22.208938780420468,22.345409371576846,22.19163276898298,22.07434774099797,22.007669069823503,22.14066878624286,22.36968766798865,22.118664988967968,22.26089704453328,22.27563924435858,22.267103242050556,22.250538386003612,22.37672812904154,21.780287359817017,21.786818277264018,21.776675474670103,21.911149791319165,21.824854313112972,21.953946027430653,21.74298741875292,21.746906233882513,21.600173382229784,21.726094672704996,22.075026202086168,21.937291610634684,22.010853932805933,21.862821183519173,21.934726773629944,22.08390539077934,22.108035937404303,22.335991489210485,22.00701930462329,22.245682292818056,22.04952748005564,22.021849000059937,21.98331483545487,21.755191860011266,21.701474794053542,21.97284352931581,21.84496883993368,21.720125587988086,21.714865612227083,21.933685777197102
FLT3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRPK2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERBB4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LIMK1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MKNK1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
